team_a,team_b,team_a_score,team_b_score,neutral,result,year
Iran,Angola,1.0,0.0,True,0,2011
Iraq,China,2.0,3.0,True,2,2011
Jordan,Uzbekistan,2.0,2.0,True,1,2011
Saudi Arabia,Angola,0.0,0.0,False,1,2011
Egypt,Tanzania,5.0,1.0,False,0,2011
United Arab Emirates,Australia,0.0,0.0,False,1,2011
Qatar,Uzbekistan,0.0,2.0,False,2,2011
DR Congo,Kenya,1.0,0.0,True,0,2011
Egypt,Uganda,1.0,0.0,False,0,2011
Japan,Jordan,1.0,1.0,True,1,2011
Saudi Arabia,Syria,1.0,2.0,True,2,2011
India,Australia,0.0,4.0,True,2,2011
South Korea,Bahrain,2.0,1.0,True,0,2011
DR Congo,Sudan,2.0,1.0,True,0,2011
Egypt,Burundi,3.0,0.0,False,0,2011
Iraq,Iran,1.0,2.0,True,2,2011
Qatar,China,2.0,0.0,False,0,2011
Uzbekistan,Kuwait,2.0,1.0,True,0,2011
Jordan,Saudi Arabia,1.0,0.0,True,0,2011
Syria,Japan,1.0,2.0,True,2,2011
Australia,South Korea,1.0,1.0,True,1,2011
DR Congo,Uganda,0.0,1.0,True,2,2011
Egypt,Kenya,5.0,1.0,False,0,2011
Panama,Belize,2.0,0.0,False,0,2011
Iran,North Korea,1.0,0.0,True,0,2011
United Arab Emirates,Iraq,0.0,1.0,True,2,2011
China,Uzbekistan,2.0,2.0,True,1,2011
Panama,Nicaragua,2.0,0.0,False,0,2011
Qatar,Kuwait,3.0,0.0,False,0,2011
DR Congo,Kenya,1.0,0.0,True,0,2011
Egypt,Uganda,3.0,1.0,False,0,2011
Jordan,Syria,2.0,1.0,True,0,2011
Saudi Arabia,Japan,0.0,5.0,True,2,2011
Australia,Bahrain,1.0,0.0,True,0,2011
South Korea,India,4.0,1.0,True,0,2011
Panama,El Salvador,2.0,0.0,False,0,2011
Botswana,Sweden,1.0,2.0,True,2,2011
Iraq,North Korea,1.0,0.0,True,0,2011
United Arab Emirates,Iran,0.0,3.0,True,2,2011
Panama,Costa Rica,1.0,1.0,False,1,2011
Qatar,Japan,2.0,3.0,False,2,2011
Uzbekistan,Jordan,2.0,1.0,True,0,2011
Australia,Iraq,1.0,0.0,True,0,2011
Iran,South Korea,0.0,1.0,True,2,2011
United States,Chile,1.0,1.0,False,1,2011
Panama,El Salvador,0.0,0.0,False,1,2011
Japan,South Korea,2.0,2.0,True,1,2011
Uzbekistan,Australia,0.0,6.0,True,2,2011
Uzbekistan,South Korea,2.0,3.0,True,2,2011
Australia,Japan,0.0,1.0,True,2,2011
Cyprus,Sweden,0.0,2.0,False,2,2011
Ghana,Togo,4.0,1.0,True,0,2011
Mali,Ivory Coast,0.0,1.0,True,2,2011
Peru,Panama,1.0,0.0,False,0,2011
Argentina,Portugal,2.0,1.0,True,0,2011
Belgium,Finland,1.0,1.0,False,1,2011
Cape Verde,Burkina Faso,1.0,0.0,True,0,2011
DR Congo,Gabon,0.0,2.0,True,2,2011
Croatia,Czech Republic,4.0,2.0,False,0,2011
Denmark,England,1.0,2.0,False,2,2011
El Salvador,Haiti,1.0,0.0,False,0,2011
France,Brazil,1.0,0.0,False,0,2011
Germany,Italy,1.0,1.0,False,1,2011
Greece,Canada,1.0,0.0,False,0,2011
Honduras,Ecuador,1.0,1.0,False,1,2011
Iran,Russia,1.0,0.0,True,0,2011
Malta,Switzerland,0.0,0.0,False,1,2011
Mexico,Bosnia and Herzegovina,2.0,0.0,True,0,2011
Morocco,Niger,3.0,0.0,False,0,2011
Netherlands,Austria,3.0,1.0,False,0,2011
Norway,Poland,0.0,1.0,True,2,2011
Scotland,Northern Ireland,3.0,0.0,True,0,2011
Senegal,Guinea,3.0,0.0,False,0,2011
South Africa,Kenya,2.0,0.0,False,0,2011
Spain,Colombia,1.0,0.0,False,0,2011
Sweden,Ukraine,1.0,1.0,True,1,2011
Turkey,South Korea,0.0,0.0,False,1,2011
Argentina,Venezuela,4.0,1.0,False,0,2011
Austria,Belgium,0.0,2.0,False,2,2011
China,New Zealand,1.0,1.0,False,1,2011
Estonia,Uruguay,2.0,0.0,False,0,2011
Hungary,Netherlands,0.0,4.0,False,2,2011
South Korea,Honduras,4.0,0.0,False,0,2011
Luxembourg,France,0.0,2.0,False,2,2011
Montenegro,Uzbekistan,1.0,0.0,False,0,2011
Panama,Bolivia,2.0,0.0,False,0,2011
Spain,Czech Republic,2.0,1.0,False,0,2011
Bosnia and Herzegovina,Romania,2.0,1.0,False,0,2011
Bulgaria,Switzerland,0.0,0.0,False,1,2011
Cape Verde,Liberia,4.0,2.0,False,0,2011
Colombia,Ecuador,2.0,0.0,True,0,2011
Georgia,Croatia,1.0,0.0,False,0,2011
Germany,Kazakhstan,4.0,0.0,False,0,2011
Jordan,Kuwait,1.0,1.0,True,1,2011
North Korea,Iraq,2.0,0.0,True,0,2011
Mexico,Paraguay,3.0,1.0,True,0,2011
Norway,Denmark,1.0,1.0,False,1,2011
Portugal,Chile,1.0,1.0,False,1,2011
Senegal,Cameroon,1.0,0.0,False,0,2011
South Africa,Egypt,1.0,0.0,False,0,2011
United States,Argentina,1.0,1.0,False,1,2011
Wales,England,0.0,2.0,False,2,2011
Algeria,Morocco,1.0,0.0,False,0,2011
Brazil,Scotland,2.0,0.0,True,0,2011
Congo,Ghana,0.0,3.0,False,2,2011
DR Congo,Mauritius,3.0,0.0,False,0,2011
Ivory Coast,Benin,2.0,1.0,True,0,2011
Belarus,Canada,0.0,1.0,True,2,2011
Belgium,Azerbaijan,4.0,1.0,False,0,2011
Colombia,Chile,0.0,2.0,True,2,2011
Costa Rica,Argentina,0.0,0.0,False,1,2011
Cuba,Panama,0.0,2.0,False,2,2011
Czech Republic,Liechtenstein,2.0,0.0,False,0,2011
Ecuador,Peru,0.0,0.0,True,1,2011
England,Ghana,1.0,1.0,False,1,2011
France,Croatia,0.0,0.0,False,1,2011
Germany,Australia,1.0,2.0,False,2,2011
Republic of Ireland,Uruguay,2.0,3.0,False,2,2011
Jordan,North Korea,1.0,1.0,True,1,2011
Kuwait,Iraq,1.0,0.0,True,0,2011
Lithuania,Spain,1.0,3.0,False,2,2011
Mexico,Venezuela,1.0,1.0,True,1,2011
Netherlands,Hungary,5.0,3.0,False,0,2011
Oman,Tunisia,2.0,1.0,False,0,2011
Portugal,Finland,2.0,0.0,False,0,2011
Qatar,Russia,1.0,1.0,False,1,2011
Sweden,Moldova,2.0,1.0,False,0,2011
Turkey,Austria,2.0,0.0,False,0,2011
United States,Paraguay,0.0,1.0,False,2,2011
Argentina,Ecuador,2.0,2.0,False,1,2011
Tanzania,South Africa,0.0,1.0,False,2,2011
Argentina,Paraguay,4.0,2.0,False,0,2011
Wales,Scotland,1.0,3.0,True,2,2011
Mexico,Ecuador,1.0,1.0,True,1,2011
Germany,Uruguay,2.0,1.0,False,0,2011
Republic of Ireland,Scotland,1.0,0.0,False,0,2011
Panama,Grenada,2.0,0.0,False,0,2011
Tunisia,Central African Republic,3.0,0.0,False,0,2011
Canada,Ecuador,2.0,2.0,False,1,2011
Japan,Peru,0.0,0.0,False,1,2011
Mexico,New Zealand,3.0,0.0,True,0,2011
Nigeria,Argentina,4.0,1.0,False,0,2011
Ukraine,Uzbekistan,2.0,0.0,False,0,2011
Austria,Germany,1.0,2.0,False,2,2011
Belarus,France,1.0,1.0,False,1,2011
Belgium,Turkey,1.0,1.0,False,1,2011
Croatia,Georgia,2.0,1.0,False,0,2011
South Korea,Serbia,2.0,1.0,False,0,2011
Moldova,Sweden,1.0,4.0,False,2,2011
Romania,Bosnia and Herzegovina,3.0,0.0,False,0,2011
Ghana,Congo,3.0,1.0,False,0,2011
Bolivia,Paraguay,0.0,2.0,False,2,2011
Brazil,Netherlands,0.0,0.0,False,1,2011
Cameroon,Senegal,0.0,0.0,False,1,2011
England,Switzerland,2.0,2.0,False,1,2011
Morocco,Algeria,4.0,0.0,False,0,2011
Peru,Czech Republic,0.0,0.0,True,1,2011
Portugal,Norway,1.0,0.0,False,0,2011
United States,Spain,0.0,4.0,False,2,2011
Australia,New Zealand,3.0,0.0,False,0,2011
Benin,Ivory Coast,2.0,6.0,False,2,2011
China,Uzbekistan,1.0,0.0,False,0,2011
Egypt,South Africa,0.0,0.0,False,1,2011
Liberia,Cape Verde,1.0,0.0,False,0,2011
Mauritius,DR Congo,1.0,2.0,False,2,2011
Mexico,El Salvador,5.0,0.0,True,0,2011
Poland,Argentina,2.0,1.0,False,0,2011
Tunisia,Chad,5.0,0.0,False,0,2011
Ukraine,France,1.0,4.0,False,2,2011
Australia,Serbia,0.0,0.0,False,1,2011
Austria,Latvia,3.0,1.0,False,0,2011
Azerbaijan,Germany,1.0,3.0,False,2,2011
Bosnia and Herzegovina,Albania,2.0,0.0,False,0,2011
Brazil,Romania,1.0,0.0,False,0,2011
Ecuador,Greece,1.0,1.0,True,1,2011
Japan,Czech Republic,0.0,0.0,False,1,2011
South Korea,Ghana,2.0,1.0,False,0,2011
Norway,Lithuania,1.0,0.0,False,0,2011
Panama,Guadeloupe,3.0,2.0,True,0,2011
Paraguay,Bolivia,0.0,0.0,False,1,2011
Sweden,Finland,5.0,0.0,False,0,2011
United States,Canada,2.0,0.0,False,0,2011
Venezuela,Spain,0.0,3.0,False,2,2011
Uruguay,Netherlands,1.0,1.0,False,1,2011
Cuba,Mexico,0.0,5.0,True,2,2011
Poland,France,0.0,1.0,False,2,2011
Canada,Guadeloupe,1.0,0.0,True,0,2011
Mexico,Venezuela,0.0,3.0,True,2,2011
Paraguay,Romania,2.0,0.0,False,0,2011
United States,Panama,1.0,2.0,False,2,2011
Mexico,Costa Rica,4.0,1.0,True,0,2011
Canada,Panama,1.0,1.0,True,1,2011
United States,Guadeloupe,1.0,0.0,False,0,2011
Mexico,Guatemala,2.0,1.0,True,0,2011
Panama,El Salvador,1.0,1.0,True,1,2011
United States,Jamaica,2.0,0.0,False,0,2011
Argentina,Albania,4.0,0.0,False,0,2011
Honduras,Mexico,0.0,2.0,True,2,2011
United States,Panama,1.0,0.0,False,0,2011
Uruguay,Estonia,3.0,0.0,False,0,2011
Paraguay,Chile,0.0,0.0,False,1,2011
Colombia,Senegal,2.0,0.0,False,0,2011
United States,Mexico,2.0,4.0,False,2,2011
Bolivia,Mexico,0.0,1.0,True,2,2011
Peru,Senegal,1.0,0.0,False,0,2011
Iraq,Syria,1.0,2.0,False,2,2011
Argentina,Bolivia,1.0,1.0,False,1,2011
Colombia,Costa Rica,1.0,0.0,True,0,2011
Brazil,Venezuela,0.0,0.0,True,1,2011
Paraguay,Ecuador,0.0,0.0,True,1,2011
Chile,Mexico,2.0,1.0,True,0,2011
Uruguay,Peru,1.0,1.0,True,1,2011
Jordan,Syria,1.0,3.0,True,2,2011
Argentina,Colombia,0.0,0.0,False,1,2011
Jordan,Yemen,4.0,0.0,True,0,2011
Peru,Mexico,1.0,0.0,True,0,2011
Uruguay,Chile,1.0,1.0,True,1,2011
Brazil,Paraguay,2.0,2.0,True,1,2011
Venezuela,Ecuador,1.0,0.0,True,0,2011
Colombia,Bolivia,2.0,0.0,True,0,2011
Argentina,Costa Rica,3.0,0.0,False,0,2011
Uruguay,Mexico,1.0,0.0,True,0,2011
Brazil,Ecuador,4.0,2.0,True,0,2011
Iraq,Kuwait,0.0,2.0,True,2,2011
Jordan,Saudi Arabia,1.0,1.0,False,1,2011
Paraguay,Venezuela,3.0,3.0,True,1,2011
Argentina,Uruguay,1.0,1.0,False,1,2011
Colombia,Peru,0.0,2.0,True,2,2011
Jordan,Iraq,1.0,1.0,False,1,2011
Kuwait,Saudi Arabia,1.0,0.0,True,0,2011
Brazil,Paraguay,0.0,0.0,True,1,2011
Iran,Madagascar,1.0,0.0,False,0,2011
Qatar,India,1.0,2.0,False,2,2011
Peru,Uruguay,0.0,2.0,True,2,2011
Paraguay,Venezuela,0.0,0.0,True,1,2011
Iran,Maldives,4.0,0.0,False,0,2011
Iraq,Yemen,2.0,0.0,False,0,2011
Jordan,Nepal,9.0,0.0,False,0,2011
Qatar,Vietnam,3.0,0.0,False,0,2011
Saudi Arabia,Hong Kong,3.0,0.0,False,0,2011
Uzbekistan,Kyrgyzstan,4.0,0.0,False,0,2011
Uruguay,Paraguay,3.0,0.0,True,0,2011
Hong Kong,Saudi Arabia,0.0,5.0,False,2,2011
Kyrgyzstan,Uzbekistan,0.0,3.0,False,2,2011
Maldives,Iran,0.0,1.0,False,2,2011
Nepal,Jordan,1.0,1.0,False,1,2011
Vietnam,Qatar,2.0,1.0,False,0,2011
Yemen,Iraq,0.0,0.0,True,1,2011
Austria,Slovakia,1.0,2.0,False,2,2011
Bolivia,Panama,1.0,3.0,False,2,2011
Bosnia and Herzegovina,Greece,0.0,0.0,False,1,2011
Costa Rica,Ecuador,0.0,2.0,False,2,2011
France,Chile,1.0,1.0,False,1,2011
Gambia,DR Congo,3.0,0.0,False,0,2011
Germany,Brazil,3.0,2.0,False,0,2011
Republic of Ireland,Croatia,0.0,0.0,False,1,2011
Israel,Ivory Coast,3.0,4.0,True,2,2011
Italy,Spain,2.0,1.0,False,0,2011
Japan,South Korea,3.0,0.0,False,0,2011
Liechtenstein,Switzerland,1.0,2.0,False,2,2011
Norway,Czech Republic,3.0,0.0,False,0,2011
Portugal,Luxembourg,5.0,0.0,False,0,2011
Scotland,Denmark,2.0,1.0,False,0,2011
Senegal,Morocco,0.0,2.0,False,2,2011
Slovenia,Belgium,0.0,0.0,False,1,2011
South Africa,Burkina Faso,3.0,0.0,False,0,2011
Tunisia,Mali,4.0,2.0,False,0,2011
Turkey,Estonia,3.0,0.0,False,0,2011
Ukraine,Sweden,0.0,1.0,False,2,2011
United States,Mexico,1.0,1.0,False,1,2011
Wales,Australia,1.0,2.0,False,2,2011
Qatar,Iraq,0.0,1.0,False,2,2011
Dominican Republic,Curaçao,1.0,0.0,False,0,2011
Dominican Republic,Curaçao,1.0,0.0,False,0,2011
Jordan,Tunisia,3.0,3.0,False,1,2011
United Arab Emirates,Qatar,3.0,1.0,False,0,2011
Angola,DR Congo,1.0,2.0,False,2,2011
Jordan,Indonesia,1.0,0.0,False,0,2011
Albania,France,1.0,2.0,False,2,2011
Antigua and Barbuda,Curaçao,5.0,2.0,False,0,2011
Argentina,Venezuela,1.0,0.0,True,0,2011
Australia,Thailand,2.0,1.0,False,0,2011
Azerbaijan,Belgium,1.0,1.0,False,1,2011
Bahrain,Qatar,0.0,0.0,False,1,2011
Belarus,Bosnia and Herzegovina,0.0,2.0,False,2,2011
Bulgaria,England,0.0,3.0,False,2,2011
Canada,Saint Lucia,4.0,1.0,False,0,2011
Cyprus,Portugal,0.0,4.0,False,2,2011
Ecuador,Jamaica,5.0,2.0,False,0,2011
Germany,Austria,6.0,2.0,False,0,2011
Ghana,Eswatini,2.0,0.0,False,0,2011
Haiti,United States Virgin Islands,6.0,0.0,False,0,2011
Hungary,Sweden,2.0,1.0,False,0,2011
Iran,Indonesia,3.0,0.0,False,0,2011
Iraq,Jordan,0.0,2.0,False,2,2011
Japan,North Korea,1.0,0.0,False,0,2011
South Korea,Lebanon,6.0,0.0,False,0,2011
Malta,Croatia,1.0,3.0,False,2,2011
Netherlands,San Marino,11.0,0.0,False,0,2011
Norway,Iceland,1.0,0.0,False,0,2011
Oman,Saudi Arabia,0.0,0.0,False,1,2011
Panama,Paraguay,0.0,2.0,False,2,2011
Poland,Mexico,1.0,1.0,False,1,2011
Spain,Chile,3.0,2.0,True,0,2011
Tajikistan,Uzbekistan,0.0,1.0,False,2,2011
Turkey,Kazakhstan,2.0,1.0,False,0,2011
Ukraine,Uruguay,2.0,3.0,False,2,2011
United States,Costa Rica,0.0,1.0,False,2,2011
Honduras,Colombia,0.0,2.0,True,2,2011
Malawi,Tunisia,0.0,0.0,False,1,2011
Mali,Cape Verde,3.0,0.0,False,0,2011
Rwanda,Ivory Coast,0.0,5.0,False,2,2011
Scotland,Czech Republic,2.0,2.0,False,1,2011
Senegal,DR Congo,2.0,0.0,False,0,2011
Sierra Leone,Egypt,2.0,1.0,False,0,2011
Tanzania,Algeria,1.0,1.0,False,1,2011
Central African Republic,Morocco,0.0,0.0,False,1,2011
Mexico,Chile,1.0,0.0,True,0,2011
Niger,South Africa,2.0,1.0,False,0,2011
Brazil,Ghana,1.0,0.0,True,0,2011
Argentina,Nigeria,3.0,1.0,True,0,2011
Austria,Turkey,0.0,0.0,False,1,2011
Belgium,United States,1.0,0.0,False,0,2011
Bosnia and Herzegovina,Belarus,1.0,0.0,False,0,2011
Croatia,Israel,3.0,1.0,False,0,2011
Curaçao,Haiti,2.0,4.0,False,2,2011
Czech Republic,Ukraine,4.0,0.0,False,0,2011
Denmark,Norway,2.0,0.0,False,0,2011
Ecuador,Costa Rica,4.0,0.0,False,0,2011
England,Wales,1.0,0.0,False,0,2011
Finland,Netherlands,0.0,2.0,False,2,2011
Honduras,Paraguay,0.0,3.0,False,2,2011
Jamaica,Colombia,0.0,2.0,True,2,2011
Jordan,China,2.0,1.0,False,0,2011
Kuwait,South Korea,1.0,1.0,False,1,2011
Nicaragua,Panama,1.0,2.0,False,2,2011
Poland,Germany,2.0,2.0,False,1,2011
Puerto Rico,Canada,0.0,3.0,False,2,2011
Qatar,Iran,1.0,1.0,False,1,2011
Romania,France,0.0,0.0,False,1,2011
San Marino,Sweden,0.0,5.0,False,2,2011
Saudi Arabia,Australia,1.0,3.0,False,2,2011
Scotland,Lithuania,1.0,0.0,False,0,2011
Singapore,Iraq,0.0,2.0,False,2,2011
Spain,Liechtenstein,6.0,0.0,False,0,2011
Switzerland,Bulgaria,3.0,1.0,False,0,2011
Uzbekistan,Japan,1.0,1.0,False,1,2011
Argentina,Brazil,0.0,0.0,False,1,2011
Suriname,Curaçao,2.0,0.0,False,0,2011
Suriname,Curaçao,2.0,2.0,False,1,2011
Brazil,Argentina,2.0,0.0,False,0,2011
Iran,Palestine,7.0,0.0,False,0,2011
Thailand,Jordan,0.0,0.0,False,1,2011
Argentina,Chile,4.0,1.0,False,0,2011
Australia,Malaysia,5.0,0.0,False,0,2011
Azerbaijan,Austria,1.0,4.0,False,2,2011
Belgium,Kazakhstan,4.0,1.0,False,0,2011
Bosnia and Herzegovina,Luxembourg,5.0,0.0,False,0,2011
DR Congo,Cameroon,2.0,3.0,False,2,2011
Costa Rica,Brazil,0.0,1.0,False,2,2011
Curaçao,Antigua and Barbuda,0.0,1.0,False,2,2011
Czech Republic,Spain,0.0,2.0,False,2,2011
Dominica,Panama,0.0,5.0,False,2,2011
Ecuador,Venezuela,2.0,0.0,False,0,2011
Finland,Sweden,1.0,2.0,False,2,2011
France,Albania,3.0,0.0,False,0,2011
Greece,Croatia,2.0,0.0,False,0,2011
Indonesia,Saudi Arabia,0.0,0.0,True,1,2011
Japan,Vietnam,1.0,0.0,False,0,2011
South Korea,Poland,2.0,2.0,False,1,2011
Montenegro,England,2.0,2.0,False,1,2011
Netherlands,Moldova,1.0,0.0,False,0,2011
Peru,Paraguay,2.0,0.0,False,0,2011
Portugal,Iceland,5.0,3.0,False,0,2011
Saint Lucia,Canada,0.0,7.0,False,2,2011
Turkey,Germany,1.0,3.0,False,2,2011
Uruguay,Bolivia,4.0,2.0,False,0,2011
United States Virgin Islands,Haiti,0.0,7.0,False,2,2011
Wales,Switzerland,2.0,0.0,False,0,2011
Cape Verde,Zimbabwe,2.0,1.0,False,0,2011
Egypt,Niger,3.0,0.0,False,0,2011
Liechtenstein,Scotland,0.0,1.0,False,2,2011
South Africa,Sierra Leone,0.0,0.0,False,1,2011
Sudan,Ghana,0.0,2.0,False,2,2011
Tunisia,Togo,2.0,0.0,False,0,2011
United States,Honduras,1.0,0.0,False,0,2011
Algeria,Central African Republic,2.0,0.0,False,0,2011
Ivory Coast,Burundi,2.0,1.0,False,0,2011
Mauritius,Senegal,0.0,2.0,False,2,2011
Morocco,Tanzania,3.0,1.0,False,0,2011
Australia,Oman,3.0,0.0,False,0,2011
Bolivia,Colombia,1.0,2.0,False,2,2011
Canada,Puerto Rico,0.0,0.0,False,1,2011
China,Iraq,0.0,1.0,False,2,2011
Croatia,Latvia,2.0,0.0,False,0,2011
Denmark,Portugal,2.0,1.0,False,0,2011
France,Bosnia and Herzegovina,1.0,1.0,False,1,2011
Germany,Belgium,3.0,1.0,False,0,2011
Ghana,Nigeria,0.0,0.0,True,1,2011
Haiti,Curaçao,2.0,2.0,False,1,2011
Indonesia,Qatar,2.0,3.0,False,2,2011
Iran,Bahrain,6.0,0.0,False,0,2011
Japan,Tajikistan,8.0,0.0,False,0,2011
Kazakhstan,Austria,0.0,0.0,False,1,2011
North Korea,Uzbekistan,0.0,1.0,False,2,2011
South Korea,United Arab Emirates,2.0,1.0,False,0,2011
Lithuania,Czech Republic,1.0,4.0,False,2,2011
Mexico,Brazil,1.0,2.0,False,2,2011
Norway,Cyprus,3.0,1.0,False,0,2011
Panama,Nicaragua,5.0,1.0,False,0,2011
Paraguay,Uruguay,1.0,1.0,False,1,2011
Singapore,Jordan,0.0,3.0,False,2,2011
Spain,Scotland,3.0,1.0,False,0,2011
Sweden,Netherlands,3.0,2.0,False,0,2011
Switzerland,Montenegro,2.0,0.0,False,0,2011
Thailand,Saudi Arabia,0.0,0.0,False,1,2011
Turkey,Azerbaijan,1.0,0.0,False,0,2011
United States,Ecuador,0.0,1.0,False,2,2011
Venezuela,Argentina,1.0,0.0,False,0,2011
Qatar,Oman,0.0,0.0,False,1,2011
Iraq,Lebanon,1.0,0.0,True,0,2011
Lesotho,DR Congo,0.0,3.0,True,2,2011
Gabon,Brazil,0.0,2.0,False,2,2011
Antigua and Barbuda,Haiti,1.0,0.0,False,0,2011
Argentina,Bolivia,1.0,1.0,False,1,2011
Bahrain,Iran,1.0,1.0,False,1,2011
Belgium,Romania,2.0,1.0,False,0,2011
Bosnia and Herzegovina,Portugal,0.0,0.0,False,1,2011
Colombia,Venezuela,1.0,1.0,False,1,2011
Cyprus,Scotland,1.0,2.0,False,2,2011
Czech Republic,Montenegro,2.0,0.0,False,0,2011
Denmark,Sweden,2.0,0.0,False,0,2011
France,United States,1.0,0.0,False,0,2011
Iraq,China,1.0,0.0,True,0,2011
Jordan,Singapore,2.0,0.0,False,0,2011
Mexico,Serbia,2.0,0.0,False,0,2011
Morocco,Uganda,0.0,1.0,False,2,2011
Netherlands,Switzerland,0.0,0.0,False,1,2011
Oman,Australia,1.0,0.0,False,0,2011
Panama,Costa Rica,2.0,0.0,False,0,2011
Paraguay,Ecuador,2.0,1.0,False,0,2011
Qatar,Indonesia,4.0,0.0,False,0,2011
Saudi Arabia,Thailand,3.0,0.0,False,0,2011
Saint Kitts and Nevis,Canada,0.0,0.0,False,1,2011
Eswatini,DR Congo,1.0,3.0,False,2,2011
Tajikistan,Japan,0.0,4.0,False,2,2011
Turkey,Croatia,0.0,3.0,False,2,2011
Ukraine,Germany,3.0,3.0,False,1,2011
United Arab Emirates,South Korea,0.0,2.0,False,2,2011
Uruguay,Chile,4.0,0.0,False,0,2011
Uzbekistan,North Korea,1.0,0.0,False,0,2011
United States Virgin Islands,Curaçao,0.0,3.0,False,2,2011
Algeria,Tunisia,1.0,0.0,False,0,2011
England,Spain,1.0,0.0,False,0,2011
South Africa,Ivory Coast,1.0,1.0,False,1,2011
Wales,Norway,4.0,1.0,False,0,2011
Morocco,Cameroon,1.0,1.0,False,1,2011
Brazil,Egypt,2.0,0.0,True,0,2011
Canada,Saint Kitts and Nevis,4.0,0.0,False,0,2011
Chile,Paraguay,2.0,0.0,False,0,2011
Colombia,Argentina,1.0,2.0,False,2,2011
DR Congo,Eswatini,5.0,1.0,False,0,2011
Costa Rica,Spain,2.0,2.0,False,1,2011
Croatia,Turkey,0.0,0.0,False,1,2011
Curaçao,United States Virgin Islands,6.0,1.0,False,0,2011
Ecuador,Peru,2.0,0.0,False,0,2011
England,Sweden,1.0,0.0,False,0,2011
France,Belgium,0.0,0.0,False,1,2011
Germany,Netherlands,3.0,0.0,False,0,2011
Ghana,Gabon,2.0,1.0,True,0,2011
Haiti,Antigua and Barbuda,2.0,1.0,False,0,2011
Indonesia,Iran,1.0,4.0,False,2,2011
Italy,Uruguay,0.0,1.0,False,2,2011
Jordan,Iraq,1.0,3.0,False,2,2011
North Korea,Japan,1.0,0.0,False,0,2011
Lebanon,South Korea,2.0,1.0,False,0,2011
Luxembourg,Switzerland,0.0,1.0,False,2,2011
Montenegro,Czech Republic,0.0,1.0,False,2,2011
Panama,Dominica,3.0,0.0,False,0,2011
Portugal,Bosnia and Herzegovina,6.0,2.0,False,0,2011
Qatar,Bahrain,0.0,0.0,False,1,2011
Saudi Arabia,Oman,0.0,0.0,False,1,2011
Slovenia,United States,2.0,3.0,False,2,2011
Thailand,Australia,0.0,1.0,False,2,2011
Ukraine,Austria,2.0,1.0,False,0,2011
Uzbekistan,Tajikistan,3.0,0.0,False,0,2011
Zimbabwe,South Africa,2.0,1.0,False,0,2011
Curaçao,Bonaire,1.0,3.0,True,2,2011
Suriname,Curaçao,2.0,0.0,False,0,2011
Chile,Paraguay,3.0,2.0,False,0,2011
Basque Country,Tunisia,0.0,2.0,False,2,2011
Catalonia,Tunisia,0.0,0.0,False,1,2011
Equatorial Guinea,South Africa,0.0,0.0,False,1,2012
Tunisia,Sudan,3.0,0.0,True,0,2012
Senegal,Sudan,1.0,0.0,False,0,2012
Tunisia,Ivory Coast,0.0,2.0,True,2,2012
Oman,DR Congo,2.0,2.0,False,1,2012
Ivory Coast,Libya,1.0,0.0,True,0,2012
Kuwait,Uzbekistan,1.0,0.0,False,0,2012
Bahrain,Sweden,0.0,2.0,True,2,2012
Thailand,Norway,0.0,1.0,False,2,2012
Senegal,Zambia,1.0,2.0,True,2,2012
United States,Venezuela,1.0,0.0,False,0,2012
Ivory Coast,Sudan,1.0,0.0,True,0,2012
Lebanon,Iraq,1.0,0.0,False,0,2012
Morocco,Tunisia,1.0,2.0,True,2,2012
Ghana,Botswana,1.0,0.0,True,0,2012
Equatorial Guinea,Senegal,2.0,1.0,False,0,2012
Mexico,Venezuela,3.0,1.0,True,0,2012
Panama,United States,0.0,1.0,False,2,2012
Ivory Coast,Burkina Faso,2.0,0.0,True,0,2012
Gabon,Morocco,3.0,2.0,False,0,2012
Niger,Tunisia,1.0,2.0,True,2,2012
Ghana,Mali,2.0,0.0,True,0,2012
Libya,Senegal,2.0,1.0,True,0,2012
United Arab Emirates,Uzbekistan,1.0,0.0,False,0,2012
Ivory Coast,Angola,2.0,0.0,True,0,2012
Gabon,Tunisia,1.0,0.0,False,0,2012
Niger,Morocco,0.0,1.0,True,2,2012
Ghana,Guinea,1.0,1.0,True,1,2012
Equatorial Guinea,Ivory Coast,0.0,3.0,False,2,2012
Ghana,Tunisia,2.0,1.0,True,0,2012
Mali,Ivory Coast,0.0,1.0,True,2,2012
Zambia,Ghana,1.0,0.0,True,0,2012
Ghana,Mali,0.0,2.0,True,2,2012
Zambia,Ivory Coast,0.0,0.0,True,1,2012
Paraguay,Chile,2.0,0.0,False,0,2012
Paraguay,Guatemala,2.0,1.0,False,0,2012
Iran,Jordan,2.0,2.0,True,1,2012
Tanzania,DR Congo,0.0,0.0,False,1,2012
Japan,Iceland,3.0,1.0,False,0,2012
South Korea,Uzbekistan,4.0,2.0,False,0,2012
Egypt,Kenya,5.0,0.0,True,0,2012
Bosnia and Herzegovina,Brazil,1.0,2.0,True,2,2012
Armenia,Canada,3.0,1.0,True,0,2012
Australia,Saudi Arabia,4.0,2.0,False,0,2012
Austria,Finland,3.0,1.0,False,0,2012
Chile,Ghana,1.0,1.0,True,1,2012
China,Jordan,3.0,1.0,False,0,2012
Croatia,Sweden,1.0,3.0,False,2,2012
Ecuador,Honduras,2.0,0.0,False,0,2012
