team_a,team_b,team_a_score,team_b_score,neutral,result,year
Egypt,Niger,1.0,0.0,True,0,2012
England,Netherlands,2.0,3.0,False,2,2012
Germany,France,1.0,2.0,False,2,2012
Greece,Belgium,1.0,1.0,False,1,2012
Iran,Qatar,2.0,2.0,False,1,2012
Iraq,Singapore,7.0,1.0,True,0,2012
Republic of Ireland,Czech Republic,1.0,1.0,False,1,2012
Italy,United States,0.0,1.0,False,2,2012
Ivory Coast,Guinea,0.0,0.0,False,1,2012
Japan,Uzbekistan,0.0,1.0,False,2,2012
South Korea,Kuwait,2.0,0.0,False,0,2012
Mexico,Colombia,0.0,2.0,True,2,2012
Morocco,Burkina Faso,2.0,0.0,False,0,2012
New Zealand,Jamaica,2.0,3.0,False,2,2012
Northern Ireland,Norway,0.0,3.0,False,2,2012
Paraguay,Panama,1.0,0.0,False,0,2012
Poland,Portugal,0.0,0.0,False,1,2012
Romania,Uruguay,1.0,1.0,False,1,2012
Slovenia,Scotland,1.0,1.0,False,1,2012
South Africa,Senegal,0.0,0.0,False,1,2012
Spain,Venezuela,5.0,0.0,False,0,2012
Switzerland,Argentina,1.0,3.0,False,2,2012
Tunisia,Peru,1.0,1.0,False,1,2012
Turkey,Slovakia,1.0,2.0,False,2,2012
Gambia,Algeria,1.0,2.0,False,2,2012
Seychelles,DR Congo,0.0,4.0,False,2,2012
Madagascar,Cape Verde,0.0,4.0,False,2,2012
Egypt,DR Congo,0.0,0.0,True,1,2012
Egypt,Uganda,2.0,1.0,True,0,2012
Egypt,Chad,4.0,0.0,True,0,2012
Egypt,Nigeria,3.0,2.0,True,0,2012
Egypt,Mauritania,3.0,0.0,True,0,2012
Egypt,Iraq,0.0,0.0,True,1,2012
Iran,Mauritania,2.0,0.0,False,0,2012
Guatemala,Paraguay,0.0,1.0,False,2,2012
Iran,Mozambique,3.0,0.0,False,0,2012
Lebanon,Egypt,1.0,4.0,False,2,2012
Lebanon,Jordan,1.0,2.0,False,2,2012
Egypt,Cameroon,2.0,1.0,True,0,2012
Panama,Guyana,2.0,0.0,False,0,2012
Albania,Qatar,2.0,1.0,True,0,2012
Egypt,Togo,3.0,0.0,True,0,2012
El Salvador,New Zealand,2.0,2.0,True,1,2012
Iraq,Sierra Leone,1.0,0.0,True,0,2012
Japan,Azerbaijan,2.0,0.0,False,0,2012
Georgia,Turkey,1.0,3.0,True,2,2012
Belgium,Montenegro,2.0,2.0,False,1,2012
Croatia,Estonia,3.0,1.0,False,0,2012
Morocco,Senegal,0.0,1.0,False,2,2012
Russia,Uruguay,1.0,1.0,False,1,2012
Algeria,Niger,3.0,0.0,False,0,2012
Czech Republic,Israel,2.0,1.0,True,0,2012
Denmark,Brazil,1.0,3.0,True,2,2012
Finland,Turkey,3.0,2.0,True,0,2012
Honduras,New Zealand,0.0,1.0,True,2,2012
Republic of Ireland,Bosnia and Herzegovina,1.0,0.0,False,0,2012
Jordan,Sierra Leone,4.0,0.0,False,0,2012
Netherlands,Bulgaria,1.0,2.0,False,2,2012
Norway,England,0.0,1.0,False,2,2012
Portugal,North Macedonia,0.0,0.0,False,1,2012
Spain,Serbia,2.0,0.0,True,0,2012
Switzerland,Germany,5.0,3.0,False,0,2012
United States,Scotland,5.0,1.0,False,0,2012
Albania,Iran,1.0,0.0,True,0,2012
France,Iceland,3.0,2.0,False,0,2012
Jamaica,Panama,0.0,1.0,False,2,2012
Mexico,Wales,2.0,0.0,True,0,2012
Tunisia,Rwanda,5.0,1.0,False,0,2012
Iraq,Botswana,1.0,1.0,True,1,2012
Qatar,Palestine,0.0,0.0,False,1,2012
Bulgaria,Turkey,0.0,2.0,True,2,2012
Netherlands,Slovakia,2.0,0.0,False,0,2012
Spain,South Korea,4.0,1.0,True,0,2012
Sweden,Iceland,3.0,2.0,False,0,2012
Switzerland,Romania,0.0,1.0,False,2,2012
United States,Brazil,1.0,4.0,False,2,2012
France,Serbia,2.0,0.0,False,0,2012
Germany,Israel,2.0,0.0,False,0,2012
Mexico,Bosnia and Herzegovina,2.0,1.0,True,0,2012
Austria,Ukraine,3.0,2.0,False,0,2012
Czech Republic,Hungary,1.0,2.0,False,2,2012
Egypt,Mozambique,2.0,0.0,False,0,2012
Ghana,Lesotho,7.0,0.0,False,0,2012
Panama,Jamaica,2.0,1.0,False,0,2012
Algeria,Rwanda,4.0,0.0,False,0,2012
Argentina,Ecuador,4.0,0.0,False,0,2012
Cameroon,DR Congo,1.0,0.0,False,0,2012
Denmark,Australia,2.0,0.0,False,0,2012
England,Belgium,1.0,0.0,False,0,2012
Fiji,New Zealand,0.0,1.0,True,2,2012
Gambia,Morocco,1.0,1.0,False,1,2012
Ivory Coast,Tanzania,2.0,0.0,False,0,2012
Netherlands,Northern Ireland,6.0,0.0,False,0,2012
Norway,Croatia,1.0,1.0,False,1,2012
Portugal,Turkey,1.0,3.0,False,2,2012
Senegal,Liberia,3.0,1.0,False,0,2012
Sierra Leone,Cape Verde,2.0,1.0,False,0,2012
Tunisia,Equatorial Guinea,3.0,1.0,False,0,2012
Uruguay,Venezuela,1.0,1.0,False,1,2012
Canada,United States,0.0,0.0,False,1,2012
Japan,Oman,3.0,0.0,False,0,2012
Jordan,Iraq,1.0,1.0,False,1,2012
Lebanon,Qatar,0.0,1.0,False,2,2012
Mexico,Brazil,2.0,0.0,True,0,2012
Peru,Colombia,0.0,1.0,False,2,2012
South Africa,Ethiopia,1.0,1.0,False,1,2012
Spain,China,1.0,0.0,False,0,2012
Uzbekistan,Iran,0.0,1.0,False,2,2012
Papua New Guinea,New Zealand,1.0,2.0,True,2,2012
Austria,Romania,0.0,0.0,False,1,2012
France,Estonia,4.0,0.0,False,0,2012
Sweden,Serbia,2.0,1.0,False,0,2012
Turkey,Ukraine,2.0,0.0,True,0,2012
Solomon Islands,New Zealand,1.0,1.0,False,1,2012
Cuba,Canada,0.0,1.0,False,2,2012
Honduras,Panama,0.0,2.0,False,2,2012
Japan,Jordan,6.0,0.0,False,0,2012
Lebanon,Uzbekistan,1.0,1.0,False,1,2012
Mexico,Guyana,3.0,1.0,False,0,2012
New Zealand,New Caledonia,0.0,2.0,True,2,2012
Oman,Australia,0.0,0.0,False,1,2012
Qatar,South Korea,1.0,4.0,False,2,2012
Russia,Czech Republic,4.0,1.0,True,0,2012
United States,Antigua and Barbuda,3.0,1.0,False,0,2012
Bolivia,Paraguay,3.0,1.0,False,0,2012
Botswana,South Africa,1.0,1.0,False,1,2012
Brazil,Argentina,3.0,4.0,True,2,2012
Cape Verde,Tunisia,1.0,2.0,False,2,2012
Germany,Portugal,1.0,0.0,True,0,2012
Morocco,Ivory Coast,2.0,2.0,False,1,2012
Netherlands,Denmark,0.0,1.0,True,2,2012
Uganda,Senegal,1.0,1.0,False,1,2012
Zambia,Ghana,1.0,0.0,False,0,2012
DR Congo,Togo,2.0,0.0,False,0,2012
Ecuador,Colombia,1.0,0.0,False,0,2012
Guinea,Egypt,2.0,3.0,False,2,2012
Republic of Ireland,Croatia,1.0,3.0,True,2,2012
Mali,Algeria,2.0,1.0,True,0,2012
Solomon Islands,New Zealand,3.0,4.0,False,2,2012
Spain,Italy,1.0,1.0,True,1,2012
Uruguay,Peru,4.0,2.0,False,0,2012
France,England,1.0,1.0,True,1,2012
Ukraine,Sweden,2.0,1.0,False,0,2012
Australia,Japan,1.0,1.0,False,1,2012
Canada,Honduras,0.0,0.0,False,1,2012
El Salvador,Mexico,1.0,2.0,False,2,2012
Greece,Czech Republic,1.0,2.0,True,2,2012
Guatemala,United States,1.0,1.0,False,1,2012
Iran,Qatar,0.0,0.0,False,1,2012
Iraq,Oman,1.0,1.0,True,1,2012
South Korea,Lebanon,3.0,0.0,False,0,2012
Panama,Cuba,1.0,0.0,False,0,2012
Denmark,Portugal,2.0,3.0,True,2,2012
Netherlands,Germany,1.0,2.0,True,2,2012
Italy,Croatia,1.0,1.0,True,1,2012
Spain,Republic of Ireland,4.0,0.0,True,0,2012
South Africa,Gabon,3.0,0.0,False,0,2012
Sweden,England,2.0,3.0,True,2,2012
Ukraine,France,0.0,2.0,False,2,2012
Algeria,Gambia,4.0,1.0,False,0,2012
Egypt,Central African Republic,2.0,3.0,False,2,2012
Poland,Czech Republic,0.0,1.0,False,2,2012
Cape Verde,Madagascar,3.0,1.0,False,0,2012
Denmark,Germany,1.0,2.0,True,2,2012
Portugal,Netherlands,2.0,1.0,True,0,2012
DR Congo,Seychelles,3.0,0.0,False,0,2012
Croatia,Spain,0.0,1.0,True,2,2012
Saudi Arabia,Morocco,4.0,0.0,False,0,2012
Sweden,France,2.0,0.0,True,0,2012
Ukraine,England,0.0,1.0,False,2,2012
Czech Republic,Portugal,0.0,1.0,True,2,2012
Germany,Greece,4.0,2.0,True,0,2012
Saudi Arabia,Kuwait,4.0,0.0,False,0,2012
Spain,France,2.0,0.0,True,0,2012
England,Italy,0.0,0.0,True,1,2012
Iraq,Lebanon,1.0,0.0,True,0,2012
Portugal,Spain,0.0,0.0,True,1,2012
Germany,Italy,1.0,2.0,True,2,2012
Saudi Arabia,Palestine,2.0,2.0,False,1,2012
Sudan,Iraq,1.0,1.0,True,1,2012
Central African Republic,Egypt,1.0,1.0,False,1,2012
Spain,Italy,4.0,0.0,True,0,2012
Saudi Arabia,Libya,0.0,2.0,False,2,2012
Saudi Arabia,Iraq,0.0,1.0,False,2,2012
Aruba,Curaçao,3.0,2.0,False,0,2012
Bonaire,Curaçao,2.0,9.0,True,2,2012
Jordan,Uzbekistan,0.0,1.0,False,2,2012
Austria,Turkey,2.0,0.0,False,0,2012
Belgium,Netherlands,4.0,2.0,False,0,2012
Canada,Trinidad and Tobago,2.0,0.0,True,0,2012
China,Ghana,1.0,1.0,False,1,2012
Croatia,Switzerland,2.0,4.0,False,2,2012
Ecuador,Chile,3.0,0.0,True,0,2012
England,Italy,2.0,1.0,True,0,2012
France,Uruguay,0.0,0.0,False,1,2012
Germany,Argentina,1.0,3.0,False,2,2012
Guatemala,Paraguay,3.0,3.0,True,1,2012
Iran,Tunisia,2.0,2.0,True,1,2012
Japan,Venezuela,1.0,1.0,False,1,2012
Jordan,Uzbekistan,2.0,0.0,False,0,2012
South Korea,Zambia,2.0,1.0,False,0,2012
Mexico,United States,0.0,1.0,False,2,2012
Morocco,Guinea,1.0,2.0,False,2,2012
Norway,Greece,2.0,3.0,False,2,2012
Oman,Egypt,1.0,1.0,False,1,2012
Portugal,Panama,2.0,0.0,False,0,2012
Puerto Rico,Spain,1.0,2.0,False,2,2012
Russia,Ivory Coast,1.0,1.0,False,1,2012
Scotland,Australia,3.0,1.0,False,0,2012
Sweden,Brazil,0.0,3.0,False,2,2012
Ukraine,Czech Republic,0.0,0.0,False,1,2012
Wales,Bosnia and Herzegovina,0.0,2.0,False,2,2012
Jordan,Iran,0.0,0.0,False,1,2012
Japan,United Arab Emirates,1.0,0.0,False,0,2012
Lebanon,Australia,0.0,3.0,False,2,2012
Qatar,Tajikistan,1.0,2.0,True,2,2012
Sweden,China,1.0,0.0,False,0,2012
Argentina,Paraguay,3.0,1.0,False,0,2012
Brazil,South Africa,1.0,0.0,False,0,2012
Canada,Panama,1.0,0.0,False,0,2012
Colombia,Uruguay,4.0,0.0,False,0,2012
Costa Rica,Mexico,0.0,2.0,False,2,2012
Croatia,North Macedonia,1.0,0.0,False,0,2012
Ecuador,Bolivia,1.0,0.0,False,0,2012
Finland,France,0.0,1.0,False,2,2012
Germany,Faroe Islands,3.0,0.0,False,0,2012
Haiti,Saint Martin,7.0,0.0,False,0,2012
Iceland,Norway,2.0,0.0,False,0,2012
Jamaica,United States,2.0,1.0,False,0,2012
Liechtenstein,Bosnia and Herzegovina,1.0,8.0,False,2,2012
Luxembourg,Portugal,1.0,2.0,False,2,2012
Moldova,England,0.0,5.0,False,2,2012
Netherlands,Turkey,2.0,0.0,False,0,2012
New Caledonia,New Zealand,0.0,2.0,False,2,2012
Slovenia,Switzerland,0.0,2.0,False,2,2012
Spain,Saudi Arabia,5.0,0.0,False,0,2012
Uzbekistan,Kuwait,3.0,0.0,False,0,2012
Wales,Belgium,0.0,2.0,False,2,2012
Denmark,Czech Republic,0.0,0.0,False,1,2012
Scotland,Serbia,0.0,0.0,False,1,2012
Ghana,Malawi,2.0,0.0,False,0,2012
Cape Verde,Cameroon,2.0,0.0,False,0,2012
Sierra Leone,Tunisia,2.0,2.0,False,1,2012
Ivory Coast,Senegal,4.0,2.0,False,0,2012
Haiti,Bermuda,3.0,1.0,False,0,2012
Mozambique,Morocco,2.0,0.0,False,0,2012
Libya,Algeria,0.0,1.0,True,2,2012
DR Congo,Equatorial Guinea,4.0,0.0,False,0,2012
Brazil,China,8.0,0.0,False,0,2012
Austria,Germany,1.0,2.0,False,2,2012
Belgium,Croatia,1.0,1.0,False,1,2012
Bosnia and Herzegovina,Latvia,4.0,1.0,False,0,2012
Chile,Colombia,1.0,3.0,False,2,2012
Czech Republic,Finland,0.0,1.0,False,2,2012
England,Ukraine,1.0,1.0,False,1,2012
France,Belarus,3.0,1.0,False,0,2012
Gabon,Saudi Arabia,1.0,0.0,True,0,2012
Georgia,Spain,0.0,1.0,False,2,2012
Haiti,Puerto Rico,2.0,1.0,False,0,2012
Hungary,Netherlands,1.0,4.0,False,2,2012
Japan,Iraq,1.0,0.0,False,0,2012
Jordan,Australia,2.0,1.0,False,0,2012
Lebanon,Iran,1.0,0.0,False,0,2012
Liberia,Ghana,2.0,0.0,False,0,2012
Mexico,Costa Rica,1.0,0.0,False,0,2012
New Zealand,Solomon Islands,6.0,1.0,False,0,2012
Norway,Slovenia,2.0,1.0,False,0,2012
Panama,Canada,2.0,0.0,False,0,2012
Paraguay,Venezuela,0.0,2.0,False,2,2012
Peru,Argentina,1.0,1.0,False,1,2012
Portugal,Azerbaijan,3.0,0.0,False,0,2012
Scotland,North Macedonia,1.0,1.0,False,1,2012
South Africa,Mozambique,2.0,0.0,False,0,2012
Sweden,Kazakhstan,2.0,0.0,False,0,2012
Switzerland,Albania,2.0,0.0,False,0,2012
Turkey,Estonia,3.0,0.0,False,0,2012
Uruguay,Ecuador,1.0,1.0,False,1,2012
United States,Jamaica,1.0,0.0,False,0,2012
Uzbekistan,South Korea,2.0,2.0,False,1,2012
French Guiana,Haiti,1.0,2.0,False,2,2012
Brazil,Argentina,2.0,1.0,False,0,2012
Brazil,Iraq,6.0,0.0,True,0,2012
Antigua and Barbuda,United States,1.0,2.0,False,2,2012
Argentina,Uruguay,3.0,0.0,False,0,2012
Belarus,Spain,0.0,4.0,False,2,2012
Canada,Cuba,3.0,0.0,False,0,2012
Colombia,Paraguay,2.0,0.0,False,0,2012
Czech Republic,Malta,3.0,1.0,False,0,2012
Ecuador,Chile,3.0,1.0,False,0,2012
Egypt,Congo,3.0,0.0,True,0,2012
England,San Marino,5.0,0.0,False,0,2012
Faroe Islands,Sweden,1.0,2.0,False,2,2012
France,Japan,0.0,1.0,False,2,2012
Greece,Bosnia and Herzegovina,0.0,0.0,False,1,2012
Guyana,Mexico,0.0,5.0,True,2,2012
Republic of Ireland,Germany,1.0,6.0,False,2,2012
Kazakhstan,Austria,0.0,0.0,False,1,2012
North Macedonia,Croatia,1.0,2.0,False,2,2012
Netherlands,Andorra,3.0,0.0,False,0,2012
Panama,Honduras,0.0,0.0,False,1,2012
Poland,South Africa,1.0,0.0,False,0,2012
Russia,Portugal,1.0,0.0,False,0,2012
Serbia,Belgium,0.0,3.0,False,2,2012
Switzerland,Norway,1.0,1.0,False,1,2012
Tahiti,New Zealand,0.0,2.0,False,2,2012
Turkey,Romania,0.0,1.0,False,2,2012
United Arab Emirates,Uzbekistan,2.0,2.0,False,1,2012
Wales,Scotland,2.0,1.0,False,0,2012
Malawi,Ghana,0.0,1.0,False,2,2012
Morocco,Mozambique,4.0,0.0,False,0,2012
Tunisia,Sierra Leone,0.0,0.0,False,1,2012
Senegal,Ivory Coast,0.0,2.0,False,2,2012
Saudi Arabia,Congo,3.0,2.0,False,0,2012
Cameroon,Cape Verde,2.0,1.0,False,0,2012
Algeria,Libya,2.0,0.0,False,0,2012
Equatorial Guinea,DR Congo,2.0,1.0,False,0,2012
Austria,Kazakhstan,4.0,0.0,False,0,2012
Belgium,Scotland,2.0,0.0,False,0,2012
Bolivia,Uruguay,4.0,1.0,False,0,2012
Bosnia and Herzegovina,Lithuania,3.0,0.0,False,0,2012
Chile,Argentina,1.0,2.0,False,2,2012
Colombia,Cameroon,3.0,0.0,False,0,2012
Croatia,Wales,2.0,0.0,False,0,2012
Cuba,Panama,1.0,1.0,False,1,2012
Cyprus,Norway,1.0,3.0,False,2,2012
Czech Republic,Bulgaria,0.0,0.0,False,1,2012
Egypt,Tunisia,0.0,1.0,True,2,2012
Germany,Sweden,4.0,4.0,False,1,2012
Honduras,Canada,8.0,1.0,False,0,2012
Hungary,Turkey,3.0,1.0,False,0,2012
Iceland,Switzerland,0.0,2.0,False,2,2012
Iran,South Korea,1.0,0.0,False,0,2012
Iraq,Australia,1.0,2.0,True,2,2012
Japan,Brazil,0.0,4.0,True,2,2012
Kenya,South Africa,1.0,2.0,False,2,2012
Mexico,El Salvador,2.0,0.0,False,0,2012
New Zealand,Tahiti,3.0,0.0,False,0,2012
Oman,Jordan,2.0,1.0,False,0,2012
Paraguay,Peru,1.0,0.0,False,0,2012
Portugal,Northern Ireland,1.0,1.0,False,1,2012
Qatar,Uzbekistan,0.0,1.0,False,2,2012
Romania,Netherlands,1.0,4.0,False,2,2012
Spain,France,1.0,1.0,False,1,2012
United States,Guatemala,3.0,1.0,False,0,2012
Venezuela,Ecuador,1.0,1.0,False,1,2012
Poland,England,1.0,1.0,False,1,2012
Saint Lucia,Curaçao,5.0,1.0,False,0,2012
Curaçao,Guyana,1.0,2.0,True,2,2012
Saint Vincent and the Grenadines,Curaçao,4.0,0.0,True,0,2012
Iran,Tajikistan,6.0,1.0,False,0,2012
Bahrain,Jordan,3.0,0.0,False,0,2012
Algeria,Bosnia and Herzegovina,0.0,1.0,False,2,2012
Austria,Ivory Coast,0.0,3.0,False,2,2012
Brazil,Colombia,1.0,1.0,True,1,2012
Cape Verde,Ghana,0.0,1.0,True,2,2012
China,New Zealand,1.0,1.0,False,1,2012
DR Congo,Burkina Faso,0.0,1.0,False,2,2012
Czech Republic,Slovakia,3.0,0.0,False,0,2012
Gabon,Portugal,2.0,2.0,False,1,2012
Georgia,Egypt,0.0,0.0,False,1,2012
Haiti,Guyana,1.0,0.0,True,0,2012
Hungary,Norway,0.0,2.0,False,2,2012
Iran,Uzbekistan,0.0,1.0,False,2,2012
Iraq,Jordan,1.0,0.0,True,0,2012
Italy,France,1.0,2.0,False,2,2012
South Korea,Australia,1.0,2.0,False,2,2012
Luxembourg,Scotland,1.0,2.0,False,2,2012
Morocco,Togo,0.0,1.0,False,2,2012
Netherlands,Germany,0.0,0.0,False,1,2012
Niger,Senegal,1.0,1.0,False,1,2012
Oman,Japan,1.0,2.0,False,2,2012
Panama,Spain,1.0,5.0,False,2,2012
Paraguay,Guatemala,3.0,1.0,False,0,2012
Poland,Uruguay,1.0,3.0,False,2,2012
Qatar,Lebanon,1.0,0.0,False,0,2012
Romania,Belgium,2.0,1.0,False,0,2012
Russia,United States,2.0,2.0,False,1,2012
Saudi Arabia,Argentina,0.0,0.0,False,1,2012
South Africa,Zambia,0.0,1.0,False,2,2012
Sweden,England,4.0,2.0,False,0,2012
Tunisia,Switzerland,1.0,2.0,False,2,2012
Turkey,Denmark,1.0,1.0,False,1,2012
French Guiana,Haiti,1.0,0.0,True,0,2012
Argentina,Brazil,2.0,1.0,False,0,2012
Hong Kong,Australia,0.0,1.0,False,2,2012
North Korea,Australia,1.0,1.0,True,1,2012
Guam,Australia,0.0,9.0,True,2,2012
Haiti,Trinidad and Tobago,0.0,0.0,True,1,2012
Australia,Taiwan,8.0,0.0,True,0,2012
Dominican Republic,Haiti,1.0,2.0,True,2,2012
Iran,Saudi Arabia,0.0,0.0,True,1,2012
Iraq,Jordan,1.0,0.0,True,0,2012
Antigua and Barbuda,Haiti,0.0,1.0,False,2,2012
Iran,Bahrain,0.0,0.0,True,1,2012
Yemen,Saudi Arabia,0.0,1.0,True,2,2012
Iraq,Syria,1.0,1.0,True,1,2012
Haiti,Cuba,0.0,1.0,True,2,2012
Bahrain,Saudi Arabia,1.0,0.0,True,0,2012
Iran,Yemen,2.0,1.0,True,0,2012
Haiti,Martinique,1.0,0.0,True,0,2012
Syria,Jordan,2.0,1.0,True,0,2012
Oman,Iraq,0.0,2.0,True,2,2012
Iraq,Syria,0.0,1.0,True,2,2012
South Africa,Malawi,3.0,1.0,False,0,2012
Qatar,Egypt,0.0,2.0,False,2,2012
Iraq,Tunisia,1.0,2.0,False,2,2012
Qatar,United Arab Emirates,1.0,3.0,True,2,2013
Saudi Arabia,Iraq,0.0,2.0,True,2,2013
Tunisia,Ethiopia,1.0,1.0,True,1,2013
Qatar,Oman,2.0,1.0,True,0,2013
South Africa,Norway,0.0,1.0,False,2,2013
Zambia,Morocco,0.0,0.0,True,1,2013
Cape Verde,Nigeria,0.0,0.0,True,1,2013
Iraq,Kuwait,1.0,0.0,True,0,2013
Yemen,Saudi Arabia,0.0,2.0,True,2,2013
Gabon,Tunisia,1.0,1.0,True,1,2013
Ghana,Egypt,3.0,0.0,True,0,2013
Panama,Guatemala,3.0,0.0,False,0,2013
Bahrain,Qatar,1.0,0.0,False,0,2013
Iraq,Yemen,2.0,0.0,True,0,2013
Kuwait,Saudi Arabia,1.0,0.0,True,0,2013
Namibia,Morocco,1.0,2.0,True,2,2013
South Africa,Algeria,0.0,0.0,False,1,2013
Zambia,Norway,0.0,0.0,False,1,2013
Ghana,Tunisia,4.0,2.0,True,0,2013
Panama,Guatemala,2.0,0.0,False,0,2013
Ivory Coast,Egypt,4.0,2.0,True,0,2013
Bahrain,Iraq,1.0,1.0,False,1,2013
United Arab Emirates,Iraq,2.0,1.0,True,0,2013
Angola,Morocco,0.0,0.0,True,1,2013
Chile,Haiti,3.0,0.0,False,0,2013
South Africa,Cape Verde,0.0,0.0,False,1,2013
El Salvador,Panama,0.0,0.0,True,1,2013
Ghana,DR Congo,2.0,2.0,True,1,2013
Ivory Coast,Togo,2.0,1.0,True,0,2013
Panama,Honduras,1.0,1.0,True,1,2013
Tunisia,Algeria,1.0,0.0,True,0,2013
Morocco,Cape Verde,1.0,1.0,True,1,2013
South Africa,Angola,2.0,0.0,False,0,2013
Sweden,North Korea,1.0,1.0,True,1,2013
Ghana,Mali,1.0,0.0,True,0,2013
Niger,DR Congo,0.0,0.0,True,1,2013
Guatemala,Panama,1.0,3.0,True,2,2013
Algeria,Togo,0.0,2.0,True,2,2013
Ivory Coast,Tunisia,3.0,0.0,True,0,2013
Sweden,Finland,3.0,0.0,True,0,2013
Cape Verde,Angola,2.0,1.0,True,0,2013
South Africa,Morocco,2.0,2.0,False,1,2013
DR Congo,Mali,1.0,1.0,True,1,2013
Niger,Ghana,0.0,3.0,True,2,2013
United States,Canada,0.0,0.0,False,1,2013
Algeria,Ivory Coast,2.0,2.0,True,1,2013
Togo,Tunisia,1.0,1.0,True,1,2013
Jordan,Indonesia,5.0,0.0,False,0,2013
Qatar,Lebanon,1.0,0.0,False,0,2013
Uzbekistan,Azerbaijan,0.0,0.0,True,1,2013
Ghana,Cape Verde,2.0,0.0,True,0,2013
South Africa,Mali,1.0,1.0,False,1,2013
Ivory Coast,Nigeria,1.0,2.0,True,2,2013
Belgium,Slovakia,2.0,1.0,False,0,2013
Burkina Faso,Ghana,1.0,1.0,True,1,2013
Chile,Egypt,2.0,1.0,True,0,2013
Croatia,South Korea,4.0,0.0,True,0,2013
England,Brazil,2.0,1.0,False,0,2013
France,Germany,1.0,2.0,False,2,2013
Greece,Switzerland,0.0,0.0,False,1,2013
Honduras,United States,2.0,1.0,False,0,2013
Iran,Lebanon,5.0,0.0,False,0,2013
Iraq,Indonesia,1.0,0.0,True,0,2013
Japan,Latvia,3.0,0.0,False,0,2013
Jordan,Singapore,4.0,0.0,False,0,2013
Mexico,Jamaica,0.0,0.0,False,1,2013
Netherlands,Italy,1.0,1.0,False,1,2013
Norway,Ukraine,0.0,2.0,True,2,2013
Panama,Costa Rica,2.0,2.0,False,1,2013
Portugal,Ecuador,2.0,3.0,False,2,2013
Qatar,Malaysia,2.0,0.0,False,0,2013
Romania,Australia,3.0,2.0,True,0,2013
Saudi Arabia,China,2.0,1.0,False,0,2013
Scotland,Estonia,1.0,0.0,False,0,2013
Slovenia,Bosnia and Herzegovina,0.0,3.0,False,2,2013
Spain,Uruguay,3.0,1.0,True,0,2013
Sweden,Argentina,2.0,3.0,False,2,2013
Turkey,Czech Republic,0.0,2.0,False,2,2013
Uzbekistan,Hong Kong,0.0,0.0,False,1,2013
Wales,Austria,2.0,1.0,False,0,2013
Mali,Ghana,3.0,1.0,True,0,2013
Qatar,Egypt,3.0,1.0,False,0,2013
Senegal,Libya,0.0,4.0,True,2,2013
Malaysia,Saudi Arabia,1.0,4.0,False,2,2013
Qatar,Thailand,1.0,0.0,False,0,2013
Oman,Haiti,3.0,0.0,False,0,2013
Ecuador,El Salvador,5.0,0.0,False,0,2013
Italy,Brazil,2.0,2.0,True,1,2013
Jordan,Belarus,1.0,0.0,False,0,2013
Andorra,Turkey,0.0,2.0,False,2,2013
Argentina,Venezuela,3.0,0.0,False,0,2013
Austria,Faroe Islands,6.0,0.0,False,0,2013
Bahrain,Qatar,1.0,0.0,False,0,2013
Bosnia and Herzegovina,Greece,3.0,1.0,False,0,2013
China,Iraq,1.0,0.0,False,0,2013
Colombia,Bolivia,5.0,0.0,False,0,2013
Croatia,Serbia,2.0,0.0,False,0,2013
Czech Republic,Denmark,0.0,3.0,False,2,2013
Egypt,Eswatini,10.0,0.0,False,0,2013
France,Georgia,3.0,1.0,False,0,2013
Honduras,Mexico,2.0,2.0,False,1,2013
Israel,Portugal,3.0,3.0,False,1,2013
Jamaica,Panama,1.0,1.0,False,1,2013
Japan,Canada,2.0,1.0,True,0,2013
Kazakhstan,Germany,0.0,3.0,False,2,2013
North Macedonia,Belgium,0.0,2.0,False,2,2013
Netherlands,Estonia,3.0,0.0,False,0,2013
New Zealand,New Caledonia,2.0,1.0,False,0,2013
Norway,Albania,0.0,1.0,False,2,2013
San Marino,England,0.0,8.0,False,2,2013
Scotland,Wales,1.0,2.0,False,2,2013
Spain,Finland,1.0,1.0,False,1,2013
Sweden,Republic of Ireland,0.0,0.0,False,1,2013
United Arab Emirates,Uzbekistan,2.0,1.0,False,0,2013
Uruguay,Paraguay,1.0,1.0,False,1,2013
United States,Costa Rica,1.0,0.0,False,0,2013
Cyprus,Switzerland,0.0,0.0,False,1,2013
Indonesia,Saudi Arabia,1.0,2.0,False,2,2013
Ivory Coast,Gambia,3.0,0.0,False,0,2013
Senegal,Angola,1.0,1.0,True,1,2013
South Africa,Central African Republic,2.0,0.0,False,0,2013
Tunisia,Sierra Leone,2.0,1.0,False,0,2013
DR Congo,Libya,0.0,0.0,False,1,2013
Dominican Republic,Haiti,3.0,1.0,False,0,2013
Equatorial Guinea,Cape Verde,0.0,3.0,False,2,2013
Ghana,Sudan,4.0,0.0,False,0,2013
Tanzania,Morocco,3.0,1.0,False,0,2013
Canada,Belarus,0.0,2.0,True,2,2013
Russia,Brazil,1.0,1.0,True,1,2013
Algeria,Benin,3.0,1.0,False,0,2013
Armenia,Czech Republic,0.0,3.0,False,2,2013
Australia,Oman,2.0,2.0,False,1,2013
Azerbaijan,Portugal,0.0,2.0,False,2,2013
Belgium,North Macedonia,1.0,0.0,False,0,2013
Bolivia,Argentina,1.0,1.0,False,1,2013
Chile,Uruguay,2.0,0.0,False,0,2013
Ecuador,Paraguay,4.0,1.0,False,0,2013
